data_row_id,match_id,icpsr,bioname,chamber,congress,url,id,docket_id,position,coalition,coalition_type,success,date,first_name,last_name,state,agency,POLICY_EVENT,TYPE,FROM,chair_of,oversight_committee,oversight_committee_chair,EVENT_COMMITTEE,EVENT_NAME,EVENT_DATE,event_url,nominate.dim1,nominate.dim2,party_name,name,party,prepost,Type
002296,002305,20906,"COFFMAN, Mike",House,112,https://www.regulations.gov/comment/USTR-2011-0004-0008,USTR-2011-0004-0008,USTR-2011-0004,NA,NA,NA,NA,2011-12-15,Mike,COFFMAN,colorado,USTR,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492,-0.213,Republican Party,Rep. Mike Coffman (R-CO),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
002605,002306,49308,"MURRAY, Patty",Senate,112,https://www.regulations.gov/comment/VA-2011-VHA-0012-0009,VA-2011-VHA-0012-0009,VA-2011-VHA-0012,NA,NA,NA,NA,2011-07-05,Patty,MURRAY,washington,VA,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.351,-0.3,Democratic Party,Sen. Patty Murray (D-WA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
002606,002307,21156,"GIBSON, Christopher",House,112,https://www.regulations.gov/comment/VA-2012-VHA-0004-0017,VA-2012-VHA-0004-0017,VA-2012-VHA-0004,NA,NA,NA,NA,2012-02-29,Christopher,GIBSON,new york,VA,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203,-0.455,Republican Party,Rep. Christopher Gibson (R-NY),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
002631,002308,29317,"ROYBAL-ALLARD, Lucille",House,112,https://www.regulations.gov/comment/WHD-2011-0001-2355,WHD-2011-0001-2355,WHD-2011-0001,NA,NA,NA,NA,2011-11-18,Lucille,ROYBAL-ALLARD,california,WHD,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,-0.186,Democratic Party,Rep. Lucille Roybal-Allard (D-CA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
002632,002309,20735,"GILLIBRAND, Kirsten",Senate,112,https://www.regulations.gov/comment/WHD-2011-0003-1105,WHD-2011-0003-1105,WHD-2011-0003,NA,NA,NA,NA,2012-02-13,Kirsten,GILLIBRAND,new york,WHD,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.474,-0.432,Democratic Party,Sen. Kirsten Gillibrand (D-NY),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
002633,002310,40905,"JOHANNS, Mike",Senate,112,https://www.regulations.gov/comment/WHD-2011-0003-3100,WHD-2011-0003-3100,WHD-2011-0003,NA,NA,NA,NA,2012-02-16,Mike,JOHANNS,nebraska,WHD,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.391,0.293,Republican Party,Sen. Mike Johanns (R-NE),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
002634,002311,40301,"PRYOR, Mark",Senate,112,https://www.regulations.gov/comment/WHD-2011-0003-6297,WHD-2011-0003-6297,WHD-2011-0003,NA,NA,NA,NA,2012-02-29,Mark,PRYOR,arkansas,WHD,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.199,0.463,Democratic Party,Sen. Mark Pryor (D-AR),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
002635,002312,21107,"GRIFFIN, Tim",House,112,https://www.regulations.gov/comment/WHD-2011-0003-6728,WHD-2011-0003-6728,WHD-2011-0003,NA,NA,NA,NA,2012-03-05,Tim,GRIFFIN,arkansas,WHD,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.421,Republican Party,Rep. Tim Griffin (R-AR),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
002636,002313,20123,"AKIN, W. Todd",House,112,https://www.regulations.gov/comment/WHD-2011-0003-6986,WHD-2011-0003-6986,WHD-2011-0003,NA,NA,NA,NA,2012-03-07,W,AKIN,missouri,WHD,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,0.235,Republican Party,Rep. W Akin (R-MO),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
002637,002314,21153,"RUNYAN, Jon",House,112,https://www.regulations.gov/comment/WHD-2011-0003-8010,WHD-2011-0003-8010,WHD-2011-0003,NA,NA,NA,NA,2012-03-13,Jon,RUNYAN,new jersey,WHD,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222,0.089,Republican Party,Rep. Jon Runyan (R-NJ),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
002638,002315,40304,NA,NA,112,https://www.regulations.gov/comment/WHD-2011-0003-8955,WHD-2011-0003-8955,WHD-2011-0003,NA,NA,NA,NA,2012-03-20,Rodney,ALEXANDER,NA,WHD,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
002638,002316,40304,"ALEXANDER, Lamar",Senate,112,https://www.regulations.gov/comment/WHD-2011-0003-8955,WHD-2011-0003-8955,WHD-2011-0003,NA,NA,NA,NA,2012-03-20,Lamar,ALEXANDER,tennessee,WHD,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.324,-0.177,Republican Party,Sen. Lamar Alexander (R-TN),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
002639,002317,29921,"TERRY, Lee Raymond",House,112,https://www.regulations.gov/comment/WHD-2011-0003-8958,WHD-2011-0003-8958,WHD-2011-0003,NA,NA,NA,NA,2012-03-20,Lee,TERRY,nebraska,WHD,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426,-0.067,Republican Party,Rep. Lee Terry (R-NE),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
002640,002318,29911,"SCHAKOWSKY, Janice D.",House,112,https://www.regulations.gov/comment/WHD-2011-0003-9472,WHD-2011-0003-9472,WHD-2011-0003,NA,NA,NA,NA,2012-03-22,Janice,SCHAKOWSKY,illinois,WHD,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.606,-0.269,Democratic Party,Rep. Janice Schakowsky (D-IL),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
002641,002319,49702,"LANDRIEU, Mary L.",Senate,112,https://www.regulations.gov/comment/WHD-2011-0003-9552,WHD-2011-0003-9552,WHD-2011-0003,NA,NA,NA,NA,2012-03-22,Mary,LANDRIEU,louisiana,WHD,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.203,0.444,Democratic Party,Sen. Mary Landrieu (D-LA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
002642,002320,21111,"TIPTON, Scott",House,112,https://www.regulations.gov/comment/WHD-2011-0003-9583,WHD-2011-0003-9583,WHD-2011-0003,NA,NA,NA,NA,2012-04-02,Scott,TIPTON,colorado,WHD,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.449,-0.023,Republican Party,Rep. Scott Tipton (R-CO),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000033,002321,29580,"HASTINGS, Richard Norman (Doc)",House,109,https://www.regulations.gov/comment/APHIS-2005-0047-0016,APHIS-2005-0047-0016,APHIS-2005-0047,NA,NA,NA,NA,2006-05-22,Richard,HASTINGS,washington,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416,0.411,Republican Party,Rep. Richard Hastings (R-WA),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000034,002322,29702,"BERRY, Robert Marion",House,109,https://www.regulations.gov/comment/APHIS-2005-0079-0006,APHIS-2005-0079-0006,APHIS-2005-0079,NA,NA,NA,NA,2005-11-09,Robert,BERRY,arkansas,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.293,0.956,Democratic Party,Rep. Robert Berry (D-AR),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000035,002323,29925,"CROWLEY, Joseph",House,109,https://www.regulations.gov/comment/APHIS-2005-0079-0009,APHIS-2005-0079-0009,APHIS-2005-0079,NA,NA,NA,NA,2005-11-17,Joseph,CROWLEY,new york,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.412,-0.07,Democratic Party,Rep. Joseph Crowley (D-NY),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000036,002324,29777,"BRADY, Robert A.",House,109,https://www.regulations.gov/comment/APHIS-2005-0079-0018,APHIS-2005-0079-0018,APHIS-2005-0079,NA,NA,NA,NA,2005-11-29,Robert,BRADY,pennsylvania,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.484,0.225,Democratic Party,Rep. Robert Brady (D-PA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000037,002325,14914,"LAUTENBERG, Frank Raleigh",Senate,109,https://www.regulations.gov/comment/APHIS-2005-0079-0019,APHIS-2005-0079-0019,APHIS-2005-0079,NA,NA,NA,NA,2005-11-29,Frank,LAUTENBERG,new jersey,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.382,-0.579,Democratic Party,Sen. Frank Lautenberg (D-NJ),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000038,002326,20525,"SCHWARTZ, Allyson Y.",House,109,https://www.regulations.gov/comment/APHIS-2005-0079-0020,APHIS-2005-0079-0020,APHIS-2005-0079,NA,NA,NA,NA,2005-11-29,Allyson,SCHWARTZ,pennsylvania,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.343,-0.008,Democratic Party,Rep. Allyson Schwartz (D-PA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000039,002327,29718,"SHIMKUS, John M.",House,109,https://www.regulations.gov/comment/APHIS-2005-0079-0026,APHIS-2005-0079-0026,APHIS-2005-0079,NA,NA,NA,NA,2005-11-30,John,SHIMKUS,illinois,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,0.153,Republican Party,Rep. John Shimkus (R-IL),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000040,002328,14910,"SPECTER, Arlen",Senate,109,https://www.regulations.gov/comment/APHIS-2005-0079-0027,APHIS-2005-0079-0027,APHIS-2005-0079,NA,NA,NA,NA,2005-11-30,Arlen,SPECTER,pennsylvania,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,-0.627,Republican Party,Sen. Arlen Specter (R-PA),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000041,002329,29559,"FATTAH, Chaka",House,109,https://www.regulations.gov/comment/APHIS-2005-0079-0028,APHIS-2005-0079-0028,APHIS-2005-0079,NA,NA,NA,NA,2005-12-01,Chaka,FATTAH,pennsylvania,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.472,-0.054,Democratic Party,Rep. Chaka Fattah (D-PA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000045,002330,29328,"BROWN, Corrine",House,109,https://www.regulations.gov/comment/APHIS-2006-0040-0035,APHIS-2006-0040-0035,APHIS-2006-0040,NA,NA,NA,NA,2006-09-25,Corrine,BROWN,florida,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.429,0.192,Democratic Party,Rep. Corrine Brown (D-FL),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000046,002331,20358,"MEEK, Kendrick B.",House,109,https://www.regulations.gov/comment/APHIS-2006-0040-0039,APHIS-2006-0040-0039,APHIS-2006-0040,NA,NA,NA,NA,2006-09-25,Kendrick,MEEK,florida,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.363,0.108,Democratic Party,Rep. Kendrick Meek (D-FL),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000047,002332,15245,"ABERCROMBIE, Neil",House,109,https://www.regulations.gov/comment/APHIS-2006-0040-0040,APHIS-2006-0040-0040,APHIS-2006-0040,NA,NA,NA,NA,2006-09-25,Neil,ABERCROMBIE,hawaii,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.432,-0.026,Democratic Party,Rep. Neil Abercrombie (D-HI),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000048,002333,14400,"AKAKA, Daniel Kahikina",Senate,109,https://www.regulations.gov/comment/APHIS-2006-0040-0040,APHIS-2006-0040-0040,APHIS-2006-0040,NA,NA,NA,NA,2006-09-25,Daniel,AKAKA,hawaii,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.419,0.273,Democratic Party,Sen. Daniel Akaka (D-HI),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000049,002334,4812,"INOUYE, Daniel Ken",Senate,109,https://www.regulations.gov/comment/APHIS-2006-0040-0040,APHIS-2006-0040-0040,APHIS-2006-0040,NA,NA,NA,NA,2006-09-25,Daniel,INOUYE,hawaii,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.319,0.062,Democratic Party,Sen. Daniel Inouye (D-HI),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000050,002335,20314,"HARRIS, Katherine",House,109,https://www.regulations.gov/comment/APHIS-2006-0040-0041,APHIS-2006-0040-0041,APHIS-2006-0040,NA,NA,NA,NA,2006-09-25,Katherine,HARRIS,florida,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452,-0.238,Republican Party,Rep. Katherine Harris (R-FL),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000051,002336,20316,"DIAZ-BALART, Mario",House,109,https://www.regulations.gov/comment/APHIS-2006-0040-0044,APHIS-2006-0040-0044,APHIS-2006-0040,NA,NA,NA,NA,2006-09-28,Mario,DIAZ-BALART,florida,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.279,0.12,Republican Party,Rep. Mario Diaz-Balart (R-FL),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000056,002337,15449,"SHAYS, Christopher H.",House,109,https://www.regulations.gov/comment/APHIS-2006-0044-0934,APHIS-2006-0044-0934,APHIS-2006-0044,NA,NA,NA,NA,2006-11-08,Christopher,SHAYS,connecticut,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129,-0.992,Republican Party,Rep. Christopher Shays (R-CT),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000057,002338,29559,"FATTAH, Chaka",House,109,https://www.regulations.gov/comment/APHIS-2006-0072-0005,APHIS-2006-0072-0005,APHIS-2006-0072,NA,NA,NA,NA,2006-07-24,Chaka,FATTAH,pennsylvania,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.472,-0.054,Democratic Party,Rep. Chaka Fattah (D-PA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000058,002339,29539,"LoBIONDO, Frank A.",House,109,https://www.regulations.gov/comment/APHIS-2006-0072-0005,APHIS-2006-0072-0005,APHIS-2006-0072,NA,NA,NA,NA,2006-07-24,Frank,LoBIONDO,new jersey,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,-0.224,Republican Party,Rep. Frank Lobiondo (R-NJ),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000059,002340,29373,"MENENDEZ, Robert",Senate,109,https://www.regulations.gov/comment/APHIS-2006-0072-0005,APHIS-2006-0072-0005,APHIS-2006-0072,NA,NA,NA,NA,2006-07-24,Robert,MENENDEZ,new jersey,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.366,-0.124,Democratic Party,Sen. Robert Menendez (D-NJ),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000059,002340,29373,"MENENDEZ, Robert",House,109,https://www.regulations.gov/comment/APHIS-2006-0072-0005,APHIS-2006-0072-0005,APHIS-2006-0072,NA,NA,NA,NA,2006-07-24,Robert,MENENDEZ,new jersey,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.366,-0.124,Democratic Party,Rep. Robert Menendez (D-NJ),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000060,002341,29373,"MENENDEZ, Robert",Senate,109,https://www.regulations.gov/comment/APHIS-2006-0072-0005,APHIS-2006-0072-0005,APHIS-2006-0072,NA,NA,NA,NA,2006-07-24,Robert,MENENDEZ,new jersey,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.366,-0.124,Democratic Party,Sen. Robert Menendez (D-NJ),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000060,002341,29373,"MENENDEZ, Robert",House,109,https://www.regulations.gov/comment/APHIS-2006-0072-0005,APHIS-2006-0072-0005,APHIS-2006-0072,NA,NA,NA,NA,2006-07-24,Robert,MENENDEZ,new jersey,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.366,-0.124,Democratic Party,Rep. Robert Menendez (D-NJ),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000061,002342,29132,"ANDREWS, Robert Ernest",House,109,https://www.regulations.gov/comment/APHIS-2006-0072-0005,APHIS-2006-0072-0005,APHIS-2006-0072,NA,NA,NA,NA,2006-07-24,Robert,ANDREWS,new jersey,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.297,-0.119,Democratic Party,Rep. Robert Andrews (D-NJ),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000062,002343,15619,"PAYNE, Donald Milford",House,109,https://www.regulations.gov/comment/APHIS-2006-0072-0005,APHIS-2006-0072-0005,APHIS-2006-0072,NA,NA,NA,NA,2006-07-24,Donald,PAYNE,new jersey,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.592,-0.547,Democratic Party,Rep. Donald Payne (D-NJ),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000063,002344,15112,"SAXTON, Hugh James",House,109,https://www.regulations.gov/comment/APHIS-2006-0072-0005,APHIS-2006-0072-0005,APHIS-2006-0072,NA,NA,NA,NA,2006-07-24,Hugh,SAXTON,new jersey,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238,-0.378,Republican Party,Rep. Hugh Saxton (R-NJ),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000065,002345,15444,"SLAUGHTER, Louise McIntosh",House,109,https://www.regulations.gov/comment/APHIS-2006-0096-0011,APHIS-2006-0096-0011,APHIS-2006-0096,NA,NA,NA,NA,2006-10-05,Louise,SLAUGHTER,new york,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.465,-0.104,Democratic Party,Rep. Louise Slaughter (D-NY),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000764,002346,14852,"ROBERTS, Charles Patrick (Pat)",Senate,109,https://www.regulations.gov/comment/DOT-OST-2003-15483-0026,DOT-OST-2003-15483-0026,DOT-OST-2003-15483,NA,NA,NA,NA,2006-02-09,Charles,ROBERTS,kansas,DOT,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.413,-0.09,Republican Party,Sen. Charles Roberts (R-KS),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000765,002347,14066,"YOUNG, Donald Edwin",House,109,https://www.regulations.gov/comment/DOT-OST-2003-15759-0039-0002,DOT-OST-2003-15759-0039-0002,DOT-OST-2003-15759,3,NA,NA,-2,2005-12-22,Donald,YOUNG,alaska,DOT,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284,0.022,Republican Party,Rep. Donald Young (R-AK),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000767,002349,20141,"DAVIS, Jo Ann",House,109,https://www.regulations.gov/comment/DOT-OST-2003-15759-0351,DOT-OST-2003-15759-0351,DOT-OST-2003-15759,1,NA,NA,-2,2006-01-06,Jo,DAVIS,virginia,DOT,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426,0.173,Republican Party,Rep. Jo Davis (R-VA),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000768,002350,20141,"DAVIS, Jo Ann",House,109,https://www.regulations.gov/comment/DOT-OST-2003-15759-0874,DOT-OST-2003-15759-0874,DOT-OST-2003-15759,1,NA,NA,-2,2006-01-10,Jo,DAVIS,virginia,DOT,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426,0.173,Republican Party,Rep. Jo Davis (R-VA),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000774,002356,49703,"COLLINS, Susan Margaret",Senate,109,https://www.regulations.gov/comment/DOT-OST-2005-20434-0023,DOT-OST-2005-20434-0023,DOT-OST-2005-20434,5,NA,NA,-2,2005-03-24,Susan,COLLINS,maine,DOT,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112,-0.54,Republican Party,Sen. Susan Collins (R-ME),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000776,002358,15124,"VISCLOSKY, Peter",House,109,https://www.regulations.gov/comment/DOT-OST-2005-22114-0221,DOT-OST-2005-22114-0221,DOT-OST-2005-22114,5,NA,NA,2,2005-09-15,Peter,VISCLOSKY,indiana,DOT,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.402,0.244,Democratic Party,Rep. Peter Visclosky (D-IN),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000777,002359,29519,"SOUDER, Mark Edward",House,109,https://www.regulations.gov/comment/DOT-OST-2005-22114-0772,DOT-OST-2005-22114-0772,DOT-OST-2005-22114,4,NA,NA,-2,2005-10-28,Mark,SOUDER,indiana,DOT,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,-0.011,Republican Party,Rep. Mark Souder (R-IN),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000778,002360,20324,"CHOCOLA, Chris",House,109,https://www.regulations.gov/comment/DOT-OST-2005-22114-2402,DOT-OST-2005-22114-2402,DOT-OST-2005-22114,4,NA,NA,-2,2005-11-17,Chris,CHOCOLA,indiana,DOT,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573,-0.164,Republican Party,Rep. Chris Chocola (R-IN),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000800,002364,14256,"MILLER, George",House,109,https://www.regulations.gov/comment/EBSA-2006-0045-0099,EBSA-2006-0045-0099,EBSA-2006-0045,NA,NA,NA,NA,2006-12-05,George,MILLER,california,EBSA,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.552,-0.398,Democratic Party,Rep. George Miller (D-CA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
001241,002365,15424,"INHOFE, James Mountain",Senate,109,https://www.regulations.gov/comment/FAA-2004-17005-16594-0024,FAA-2004-17005-16594-0024,FAA-2004-17005,NA,NA,NA,NA,2005-11-02,James,INHOFE,oklahoma,FAA,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556,0.045,Republican Party,Sen. James Inhofe (R-OK),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
001242,002366,14280,"WAXMAN, Henry Arnold",House,109,https://www.regulations.gov/comment/FAA-2004-17005-18039,FAA-2004-17005-18039,FAA-2004-17005,NA,NA,NA,NA,2005-12-07,Henry,WAXMAN,california,FAA,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.473,-0.343,Democratic Party,Rep. Henry Waxman (D-CA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
001243,002367,15429,"KYL, Jon Llewellyn",Senate,109,https://www.regulations.gov/comment/FAA-2004-17005-18067-0003,FAA-2004-17005-18067-0003,FAA-2004-17005,NA,NA,NA,NA,2005-12-08,Jon,KYL,arizona,FAA,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548,-0.413,Republican Party,Sen. Jon Kyl (R-AZ),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
001244,002368,49702,"LANDRIEU, Mary L.",Senate,109,https://www.regulations.gov/comment/FAA-2004-17005-18219-0001,FAA-2004-17005-18219-0001,FAA-2004-17005,NA,NA,NA,NA,2005-12-23,Mary,LANDRIEU,louisiana,FAA,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.203,0.444,Democratic Party,Sen. Mary Landrieu (D-LA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
001246,002369,12109,"STEVENS, Theodore Fulton (Ted)",Senate,109,https://www.regulations.gov/comment/FAA-2004-18379-0069,FAA-2004-18379-0069,FAA-2004-18379,NA,NA,NA,NA,2006-07-06,Theodore,STEVENS,alaska,FAA,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219,-0.5,Republican Party,Sen. Theodore Stevens (R-AK),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
001249,002370,14854,"ROGERS, Harold Dallas (Hal)",House,109,https://www.regulations.gov/comment/FAA-2005-20245-0060,FAA-2005-20245-0060,FAA-2005-20245,NA,NA,NA,NA,2005-06-28,Harold,ROGERS,kentucky,FAA,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337,0.11,Republican Party,Rep. Harold Rogers (R-KY),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
001250,002371,15455,"DUNCAN, John J., Jr.",House,109,https://www.regulations.gov/comment/FAA-2005-20245-0062,FAA-2005-20245-0062,FAA-2005-20245,NA,NA,NA,NA,2005-06-28,John,DUNCAN,tennessee,FAA,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604,-0.476,Republican Party,Rep. John Duncan (R-TN),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
001251,002372,14854,"ROGERS, Harold Dallas (Hal)",House,109,https://www.regulations.gov/comment/FAA-2005-20245-0072,FAA-2005-20245-0072,FAA-2005-20245,NA,NA,NA,NA,2005-06-28,Harold,ROGERS,kentucky,FAA,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337,0.11,Republican Party,Rep. Harold Rogers (R-KY),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
001252,002373,12109,"STEVENS, Theodore Fulton (Ted)",Senate,109,https://www.regulations.gov/comment/FAA-2006-24281-0021,FAA-2006-24281-0021,FAA-2006-24281,NA,NA,NA,NA,2006-07-06,Theodore,STEVENS,alaska,FAA,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219,-0.5,Republican Party,Sen. Theodore Stevens (R-AK),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
